,gender,age_category,credit_score,area,traffic_index,vehicle_age,vehicle_body,vehicle_value,claim_risk_cat,credit_score_cat
462,1,6.0,569.0,3,87.8,1,10,6.655,0,4
463,0,2.0,530.0,0,88.4,3,3,1.375,1,0
464,1,6.0,617.0,0,93.0,1,9,4.026,1,4
465,0,4.0,643.0,2,145.5,4,9,1.562,1,4
466,0,2.0,680.0,0,88.9,2,10,3.388,1,2
467,0,3.0,811.0,1,139.3,2,3,1.54,0,1
468,0,2.0,718.0,0,82.1,2,9,2.035,1,3
469,0,6.0,827.0,4,52.5,4,2,0.726,1,1
470,1,6.0,588.0,1,111.1,3,10,1.265,0,4
471,1,5.0,770.0,2,133.5,3,3,1.045,1,1
472,0,1.0,626.0,2,144.0,2,3,1.738,1,4
473,1,3.0,786.0,2,90.0,3,10,3.014,1,1
474,1,4.0,617.0,0,52.1,3,12,2.64,1,4
475,1,3.0,818.0,1,84.5,3,10,3.025,1,1
476,1,3.0,631.0,1,58.8,4,7,0.759,1,4
477,1,3.0,680.0,2,150.0,3,9,1.43,0,2
478,0,6.0,806.0,2,144.0,3,9,1.43,1,1
479,1,1.0,625.0,3,124.0,1,10,6.1083,1,4
480,0,5.0,776.0,1,112.8,3,12,1.595,1,1
481,1,4.0,585.0,2,141.0,1,3,1.485,1,4
482,1,2.0,648.0,0,83.8,4,10,1.804,1,4
483,0,5.0,849.0,0,69.6,3,10,1.221,1,1
484,1,5.0,782.0,0,74.5,3,12,0.946,1,1
485,1,4.0,688.0,0,76.4,2,3,1.518,0,0
486,1,6.0,802.0,0,103.2,3,9,1.353,1,1
487,0,4.0,649.0,0,90.4,4,3,0.792,1,4
488,1,6.0,809.0,2,139.5,3,9,1.045,1,1
489,0,2.0,620.0,2,133.5,3,10,1.958,1,0
490,0,2.0,620.0,5,66.0,3,4,2.189,1,0
491,1,1.0,385.0,0,95.9,4,9,0.913,0,0
492,1,2.0,699.0,0,80.3,4,12,1.155,1,2
493,0,4.0,420.0,4,100.5,3,9,1.573,0,0
494,1,2.0,319.0,2,133.5,3,3,1.199,0,0
495,0,2.0,609.0,2,147.0,2,9,2.376,1,4
496,1,1.0,496.0,0,56.2,2,7,2.497,0,0
497,1,1.0,654.0,4,64.5,3,11,2.255,1,2
498,0,1.0,647.0,4,45.0,4,9,0.902,1,4
499,0,1.0,445.0,0,71.0,3,3,1.342,1,0
500,1,3.0,616.0,3,106.0,3,9,0.913,1,4
501,0,2.0,731.0,2,133.5,3,9,1.353,1,3
502,0,3.0,846.0,2,91.5,1,9,3.014,1,1
503,1,4.0,845.0,1,139.3,2,10,2.057,0,1
504,0,4.0,682.0,2,132.0,2,10,2.904,1,2
505,1,3.0,630.0,0,116.2,4,10,2.123,1,4
506,0,2.0,682.0,1,130.8,4,6,1.694,1,2
507,1,6.0,603.0,0,54.0,2,3,1.925,1,4
508,0,3.0,483.0,2,142.5,4,3,0.495,0,0
509,1,6.0,802.0,2,148.5,2,3,1.43,1,1
510,0,5.0,416.0,5,120.0,1,10,3.025,1,0
511,1,2.0,465.0,2,144.0,1,9,2.4024,1,0
512,1,3.0,617.0,2,126.0,3,4,1.793,1,4
513,1,3.0,580.0,0,101.2,1,3,1.496,0,4
514,0,3.0,627.0,0,115.3,3,10,2.684,1,4
515,1,5.0,812.0,2,141.0,1,10,7.238,1,1
516,0,5.0,809.0,3,41.5,1,9,5.555,1,1
517,1,3.0,604.0,2,150.0,2,10,2.486,0,4
518,0,4.0,843.0,0,60.5,2,9,1.76,1,1
519,0,5.0,814.0,0,101.1,2,3,3.927,1,1
520,1,3.0,848.0,5,112.0,2,10,4.356,1,1
521,1,1.0,354.0,0,99.7,4,7,0.385,0,0
522,0,4.0,842.0,2,120.0,3,3,1.859,1,1
523,1,2.0,834.0,3,79.8,3,9,1.375,1,1
524,1,2.0,524.0,1,116.9,4,2,0.803,0,0
525,1,3.0,839.0,1,110.5,4,6,1.848,1,1
526,0,2.0,765.0,2,144.0,1,10,3.4419,1,1
527,1,4.0,351.0,2,133.5,3,7,1.749,0,0
528,0,1.0,805.0,2,142.5,2,3,1.43,1,1
529,1,5.0,521.0,2,133.5,4,10,0.891,0,0
530,0,4.0,389.0,0,90.9,4,10,1.353,1,0
531,0,4.0,638.0,1,135.2,4,9,0.715,1,4
532,0,3.0,776.0,0,81.5,3,10,1.65,1,1
533,0,4.0,688.0,2,85.5,4,3,0.44,1,2
534,1,4.0,754.0,3,81.3,2,10,2.475,1,1
535,0,3.0,618.0,5,142.0,4,10,1.562,1,4
536,0,4.0,644.0,2,121.5,2,10,2.354,1,4
537,0,1.0,511.0,2,115.5,3,3,1.089,1,0
538,0,4.0,567.0,1,101.1,1,3,1.936,1,4
539,0,2.0,553.0,3,109.8,2,3,1.441,1,4
540,1,5.0,797.0,0,88.2,1,9,2.145,1,1
541,1,4.0,421.0,2,124.5,1,12,3.2989,1,0
542,1,4.0,667.0,3,110.7,4,11,0.44,1,2
543,0,4.0,781.0,1,106.2,3,3,0.836,1,1
544,0,4.0,841.0,0,69.3,3,3,0.935,1,1
545,0,4.0,496.0,2,145.5,3,10,1.782,1,0
546,1,1.0,636.0,1,120.1,1,12,4.7839,0,4
547,1,6.0,820.0,3,92.0,4,9,0.814,1,1
548,1,3.0,685.0,5,116.0,4,10,2.057,1,2
549,0,5.0,702.0,1,120.1,3,10,1.144,1,3
550,0,2.0,652.0,0,92.0,1,10,4.356,1,2
551,0,5.0,582.0,4,22.5,4,4,1.639,1,4
552,0,6.0,793.0,0,108.3,1,3,1.507,1,1
553,0,2.0,701.0,4,43.5,1,9,1.903,1,3
554,0,2.0,620.0,5,112.0,1,10,3.113,1,0
555,0,4.0,831.0,3,60.4,1,9,2.519,1,1
556,0,5.0,708.0,2,133.5,3,10,1.32,1,3
557,1,4.0,848.0,2,132.0,4,9,0.484,1,1
558,0,6.0,752.0,1,117.9,1,3,2.4178,1,1
559,1,1.0,682.0,4,55.5,1,11,4.1239,0,2
560,0,4.0,779.0,0,62.3,1,3,1.683,1,1
561,0,6.0,736.0,0,86.0,2,3,1.947,1,3
562,1,4.0,748.0,3,43.8,1,12,3.872,1,3
563,0,2.0,491.0,0,45.9,2,3,1.496,0,0
564,1,5.0,712.0,0,78.8,3,10,4.4,1,3
565,1,2.0,628.0,4,36.0,3,9,1.386,1,4
566,0,1.0,661.0,2,132.0,4,9,0.627,1,2
567,0,4.0,523.0,2,142.5,1,3,1.551,1,0
568,1,4.0,695.0,1,106.2,4,10,0.902,1,2
569,1,5.0,821.0,0,76.1,3,4,1.705,1,1
570,0,2.0,499.0,0,115.0,3,10,3.729,1,0
571,1,3.0,634.0,0,64.3,3,10,3.168,1,4
572,1,4.0,328.0,2,87.0,3,3,0.836,1,0
573,0,4.0,786.0,2,133.5,2,3,1.331,1,1
574,1,2.0,663.0,3,117.1,1,2,15.169,0,2
575,0,3.0,619.0,1,100.3,1,9,2.816,1,4
576,0,3.0,692.0,0,81.8,4,9,0.385,0,2
577,0,2.0,625.0,0,67.1,2,10,2.002,1,4
578,0,4.0,684.0,1,124.7,4,9,1.177,1,2
579,1,5.0,438.0,4,43.5,4,7,1.122,0,0
580,0,4.0,738.0,0,67.9,3,9,1.353,1,3
581,1,2.0,547.0,2,148.5,4,10,1.309,1,0
582,0,2.0,696.0,2,127.5,4,10,1.683,1,2
583,0,1.0,775.0,0,64.8,1,3,1.87,0,1
584,0,2.0,692.0,0,73.8,4,9,0.748,1,2
585,1,1.0,409.0,2,120.0,3,7,1.694,0,0
586,0,4.0,605.0,1,148.8,1,3,2.013,1,4
587,1,3.0,705.0,1,119.3,1,2,5.588,1,3
588,0,3.0,655.0,1,70.5,3,9,1.111,0,2
589,0,2.0,384.0,0,75.5,4,9,0.858,1,0
590,1,4.0,636.0,1,106.1,2,3,3.047,1,4
591,0,1.0,312.0,1,120.8,1,3,1.551,0,0
592,0,2.0,532.0,2,142.5,1,9,2.222,0,0
593,0,4.0,439.0,0,44.1,4,9,0.858,0,0
594,0,4.0,665.0,0,110.2,4,3,0.374,1,2
595,0,5.0,514.0,0,83.4,2,3,2.178,1,0
596,0,3.0,601.0,2,118.5,4,10,0.451,1,4
597,0,3.0,769.0,0,91.6,4,6,1.441,1,1
598,0,5.0,810.0,4,43.5,3,3,1.133,1,1
599,0,2.0,582.0,2,141.0,4,6,2.024,1,4
600,1,4.0,690.0,1,143.9,3,9,1.067,1,2
601,1,5.0,506.0,4,43.5,4,12,1.595,1,0
602,1,4.0,840.0,1,113.2,1,9,3.014,1,1
603,0,5.0,368.0,0,71.0,4,9,1.375,0,0
604,1,5.0,477.0,2,88.5,2,9,1.595,0,0
605,1,4.0,826.0,3,68.0,4,10,0.891,1,1
606,1,4.0,464.0,1,123.3,3,2,1.221,1,0
607,0,2.0,755.0,1,104.0,4,3,0.418,1,1
608,1,2.0,808.0,0,81.5,2,3,1.727,1,1
609,0,4.0,652.0,2,100.5,2,9,1.87,1,2
610,0,2.0,645.0,1,108.6,4,9,0.638,1,4
611,0,3.0,731.0,2,148.5,2,3,2.046,1,3
612,1,1.0,800.0,2,133.5,3,10,2.222,1,1
613,0,3.0,668.0,2,133.5,3,10,1.452,1,0
614,0,4.0,683.0,1,127.2,4,3,1.001,1,2
615,0,4.0,657.0,2,130.5,2,3,1.815,1,2
616,0,1.0,609.0,1,114.9,4,3,0.935,1,4
617,1,3.0,815.0,3,94.3,4,4,2.706,1,1
618,0,4.0,689.0,2,120.0,3,3,1.221,1,2
619,0,2.0,651.0,2,132.0,2,10,4.246,1,2
620,0,5.0,705.0,2,136.5,2,3,2.09,1,3
621,0,1.0,652.0,0,54.7,1,3,1.529,1,2
622,0,4.0,641.0,5,92.0,4,10,1.529,0,4
623,1,3.0,603.0,2,123.0,3,9,1.661,1,4
624,1,3.0,834.0,2,75.0,2,3,1.43,1,1
625,1,2.0,523.0,0,98.8,1,3,2.134,1,0
626,1,2.0,620.0,3,129.5,4,10,2.607,1,4
627,0,2.0,636.0,3,159.7,2,10,1.749,1,4
628,0,3.0,776.0,1,135.3,3,10,1.177,1,1
629,1,6.0,723.0,2,133.5,2,3,1.386,1,3
630,0,4.0,823.0,1,149.8,4,10,1.342,1,1
631,0,4.0,578.0,0,96.2,2,9,1.43,1,4
632,1,1.0,656.0,3,112.8,3,9,1.617,0,2
633,0,3.0,719.0,4,79.5,2,9,2.189,1,3
634,0,2.0,564.0,2,144.0,4,9,0.484,1,4
635,0,1.0,618.0,5,104.0,1,3,2.354,1,4
636,0,3.0,652.0,3,124.0,3,9,1.265,1,2
637,0,1.0,728.0,3,131.8,2,3,1.254,0,3
638,0,4.0,519.0,1,98.8,4,4,1.353,1,0
639,0,5.0,821.0,0,52.6,4,9,0.561,1,1
640,1,5.0,502.0,0,89.9,2,9,2.299,1,0
641,0,4.0,451.0,0,111.6,1,3,1.364,1,0
642,1,4.0,637.0,1,108.1,2,10,3.608,1,4
643,1,3.0,693.0,1,113.4,3,10,2.266,1,2
644,0,3.0,674.0,0,70.8,1,3,1.441,1,2
645,1,6.0,702.0,2,139.5,4,10,1.155,1,3
646,1,3.0,687.0,3,137.3,1,10,5.126,1,2
647,1,2.0,667.0,1,104.5,4,9,1.155,1,2
648,0,2.0,410.0,1,123.7,2,9,2.189,1,0
649,0,3.0,345.0,1,98.9,2,10,3.135,1,0
650,0,6.0,799.0,1,144.0,3,9,1.738,1,1
651,0,5.0,811.0,3,152.7,1,10,5.104,0,1
652,0,5.0,751.0,3,59.6,2,10,4.455,1,1
653,1,1.0,514.0,1,122.8,3,3,0.924,0,0
654,1,4.0,789.0,1,120.1,4,9,0.495,1,1
655,1,5.0,845.0,2,120.0,1,9,2.013,1,1
656,0,2.0,472.0,2,148.5,2,3,1.155,0,0
657,0,4.0,719.0,2,142.5,3,3,1.1,1,3
658,1,2.0,822.0,0,63.2,4,9,0.803,1,1
659,1,3.0,667.0,1,98.5,2,10,4.048,1,2
660,0,4.0,514.0,2,133.5,3,10,3.102,1,0
661,0,3.0,602.0,2,118.5,4,9,1.21,1,4
662,0,2.0,620.0,0,88.0,2,10,2.926,1,0
663,1,4.0,778.0,5,136.0,2,12,3.432,1,1
664,0,5.0,814.0,2,142.5,4,9,0.374,1,1
665,1,5.0,623.0,4,43.5,1,9,2.255,0,4
666,0,3.0,647.0,0,91.2,1,10,3.4419,1,4
667,1,5.0,830.0,0,59.9,4,10,2.134,1,1
668,0,3.0,790.0,2,129.0,2,3,1.089,1,1
669,0,4.0,772.0,2,114.0,3,3,1.265,1,1
670,1,4.0,658.0,1,95.3,3,3,0.957,1,2
671,0,1.0,513.0,5,110.0,3,3,0.814,1,0
672,1,6.0,736.0,0,102.5,4,3,0.847,1,3
673,0,4.0,688.0,1,128.9,3,3,1.386,1,0
674,1,6.0,818.0,2,112.5,2,11,1.463,0,1
675,0,2.0,601.0,4,34.5,4,10,1.111,1,4
676,1,4.0,683.0,1,106.0,2,10,2.838,1,2
677,1,3.0,690.0,2,99.0,2,10,3.905,1,2
678,1,1.0,701.0,2,144.0,4,10,0.913,1,3
679,1,3.0,593.0,1,123.9,1,9,2.97,1,4
680,0,4.0,684.0,0,71.4,4,9,0.484,1,2
681,1,5.0,790.0,0,110.8,3,9,1.947,1,1
682,1,4.0,565.0,0,107.4,2,9,2.024,1,4
683,0,2.0,607.0,3,44.8,3,9,1.375,1,4
684,1,4.0,755.0,0,112.8,2,12,1.903,1,1
685,0,4.0,364.0,0,92.0,4,9,0.649,1,0
686,1,1.0,530.0,0,79.9,1,12,4.7839,1,0
687,0,4.0,690.0,1,124.7,4,3,0.759,1,2
688,1,2.0,586.0,3,124.9,2,9,2.629,0,4
689,0,3.0,691.0,0,74.6,4,10,0.572,1,2
690,0,3.0,677.0,2,133.5,4,9,0.759,1,2
691,1,6.0,762.0,1,139.6,4,9,0.66,0,1
692,1,5.0,750.0,4,36.0,4,10,1.298,1,1
693,0,4.0,816.0,0,67.1,2,9,3.047,1,1
694,0,3.0,513.0,4,63.0,3,9,1.474,1,0
695,1,2.0,680.0,0,89.8,3,10,3.179,1,2
696,0,6.0,812.0,3,61.4,1,3,1.683,1,1
697,0,3.0,735.0,0,56.9,3,9,0.924,1,3
698,1,1.0,701.0,0,97.5,1,10,6.237,1,3
699,0,2.0,620.0,4,81.0,4,10,1.276,1,0
700,0,3.0,395.0,2,135.0,2,9,2.035,1,0
701,0,4.0,608.0,3,95.3,3,9,1.254,1,4
702,0,4.0,819.0,2,124.5,3,9,1.034,1,1
703,0,2.0,738.0,1,88.0,4,10,2.101,1,3
704,0,3.0,686.0,2,145.5,1,3,2.046,1,2
705,0,4.0,595.0,2,141.0,4,9,0.594,1,4
706,1,5.0,807.0,1,113.9,3,3,0.88,1,1
707,1,4.0,812.0,5,74.0,1,10,7.865,1,1
708,1,4.0,466.0,0,107.6,3,10,2.42,0,0
709,0,2.0,834.0,0,65.4,4,3,0.715,1,1
710,0,3.0,318.0,0,105.9,4,9,1.111,1,0
711,1,4.0,813.0,0,69.2,3,10,2.211,1,1
712,0,5.0,508.0,3,82.4,4,12,1.331,1,0
713,1,2.0,651.0,1,141.6,3,9,1.375,0,2
714,0,1.0,612.0,5,116.0,3,4,1.804,1,4
715,0,5.0,837.0,2,144.0,2,3,1.496,1,1
716,1,4.0,755.0,2,109.5,3,3,1.199,1,1
717,1,5.0,807.0,2,148.5,3,9,1.507,1,1
718,1,5.0,781.0,1,119.1,4,9,0.913,1,1
719,0,4.0,738.0,2,102.0,4,10,1.342,1,3
720,0,3.0,422.0,1,106.2,4,9,0.682,1,0
721,1,6.0,836.0,0,124.7,3,9,1.254,1,1
722,1,2.0,668.0,2,114.0,3,11,2.926,1,2
723,0,5.0,798.0,5,88.0,3,10,3.333,1,1
724,1,4.0,608.0,4,24.0,3,9,1.133,1,4
725,1,6.0,837.0,2,135.0,4,10,0.979,1,1
726,0,6.0,824.0,0,68.9,3,9,1.507,1,1
727,1,3.0,605.0,0,93.1,4,10,1.276,1,4
728,0,4.0,738.0,2,123.0,2,12,3.014,1,3
729,0,3.0,832.0,2,136.5,3,9,1.155,1,1
730,0,3.0,602.0,3,65.1,2,10,3.531,1,4
731,1,6.0,823.0,1,154.3,3,3,1.111,1,1
732,0,6.0,682.0,2,150.0,4,3,0.803,1,2
733,0,3.0,606.0,1,114.0,1,3,1.782,1,4
734,1,3.0,319.0,3,160.6,3,3,1.221,0,0
735,1,4.0,816.0,0,98.3,3,3,2.101,0,1
736,0,4.0,820.0,2,133.5,2,3,1.408,1,1
737,0,4.0,743.0,3,129.3,4,3,0.418,1,3
738,1,3.0,685.0,2,148.5,1,10,5.7596,1,2
739,0,4.0,716.0,2,129.0,4,9,0.759,1,3
740,0,5.0,741.0,2,139.5,3,4,1.705,1,3
741,0,4.0,815.0,0,75.3,4,10,1.573,1,1
742,1,3.0,482.0,0,80.1,4,3,0.308,1,0
743,1,3.0,675.0,2,148.5,1,10,4.895,1,2
744,1,6.0,488.0,2,102.0,4,9,0.704,1,0
745,0,4.0,761.0,3,105.0,4,3,0.649,1,1
746,0,4.0,628.0,1,111.6,4,9,1.045,1,4
747,0,3.0,702.0,0,44.1,1,4,2.717,1,3
748,0,2.0,502.0,1,142.4,3,10,3.872,0,0
749,0,2.0,438.0,2,138.0,3,10,3.311,0,0
750,1,4.0,680.0,1,110.7,3,10,3.344,1,2
751,0,4.0,403.0,3,78.0,4,9,0.781,0,0
752,0,1.0,751.0,1,139.2,1,3,1.4839,1,1
753,1,2.0,625.0,2,135.0,3,10,1.254,1,4
754,1,3.0,633.0,0,68.5,3,3,0.869,1,4
755,1,5.0,794.0,1,140.1,2,10,5.258,1,1
756,1,2.0,727.0,4,75.0,4,10,1.419,1,3
757,1,2.0,620.0,0,86.4,2,3,1.386,0,0
758,0,1.0,607.0,0,100.7,2,9,1.947,0,0
759,0,6.0,602.0,3,72.3,1,10,7.865,1,4
760,0,4.0,611.0,2,141.0,3,10,1.881,1,4
761,0,4.0,764.0,0,117.7,3,12,2.596,1,1
762,1,4.0,587.0,2,133.5,3,7,1.903,1,4
763,0,4.0,823.0,0,69.1,2,9,1.914,1,1
764,1,2.0,615.0,2,142.5,4,12,0.473,1,4
765,0,5.0,817.0,1,109.9,1,3,1.474,1,1
766,0,4.0,637.0,5,72.0,3,4,2.134,1,4
767,0,2.0,735.0,0,80.1,1,10,6.083,1,3
768,1,4.0,698.0,2,139.5,1,3,3.036,1,2
769,0,4.0,805.0,2,138.0,4,3,0.451,1,1
770,1,5.0,674.0,0,71.4,2,9,1.903,1,2
771,1,2.0,423.0,2,142.5,1,9,2.057,0,0
772,0,3.0,614.0,3,113.7,2,3,1.309,0,4
773,1,4.0,841.0,1,141.2,3,9,1.782,1,1
774,0,2.0,414.0,0,68.7,1,3,2.398,1,0
775,1,2.0,666.0,3,95.6,4,9,0.913,1,2
776,0,3.0,820.0,0,98.2,3,10,0.979,1,1
777,0,3.0,694.0,5,136.0,2,10,5.104,1,2
778,0,2.0,616.0,1,120.1,3,10,2.717,1,4
779,0,4.0,650.0,0,81.8,2,9,1.705,1,2
780,1,5.0,794.0,1,125.9,4,9,0.605,1,1
781,0,4.0,467.0,0,58.0,4,9,1.155,1,0
782,0,5.0,840.0,0,99.5,4,3,0.803,1,1
783,1,2.0,773.0,2,100.5,3,12,1.683,1,1
784,1,4.0,614.0,0,82.8,4,11,0.44,0,4
785,0,2.0,519.0,2,147.0,1,3,1.507,1,0
786,1,4.0,621.0,1,137.2,3,3,0.957,1,4
787,1,2.0,569.0,1,122.2,3,10,3.245,1,4
788,0,6.0,520.0,1,150.5,2,9,1.617,1,0
789,0,5.0,846.0,2,129.0,2,3,1.749,1,1
790,0,5.0,818.0,2,130.5,2,9,2.387,1,1
791,0,3.0,703.0,1,128.4,3,10,3.047,1,3
792,0,5.0,514.0,3,110.2,2,10,4.598,1,0
793,0,5.0,791.0,0,80.1,3,9,0.902,1,1
794,0,1.0,686.0,0,105.1,4,4,0.979,1,2
795,0,2.0,488.0,3,115.3,4,10,0.737,1,0
796,1,4.0,830.0,4,24.0,4,4,1.892,1,1
797,1,1.0,327.0,1,137.5,1,10,3.542,1,0
798,0,4.0,500.0,2,111.0,2,3,2.002,0,0
799,1,2.0,505.0,2,148.5,1,10,7.359,0,0
800,0,6.0,809.0,2,118.5,1,9,2.937,1,1
801,0,3.0,668.0,1,124.8,3,3,0.869,0,0
802,0,3.0,702.0,3,107.7,2,10,4.389,1,3
803,0,5.0,732.0,0,117.0,2,12,2.2,1,3
804,0,3.0,821.0,3,75.5,4,11,0.759,1,1
805,1,1.0,750.0,4,51.0,1,9,3.465,1,1
806,0,3.0,837.0,2,144.0,3,9,0.968,1,1
807,0,5.0,757.0,0,95.2,3,10,3.729,1,1
808,1,3.0,778.0,2,139.5,2,3,1.826,1,1
809,1,6.0,800.0,3,115.2,2,9,2.123,1,1
810,1,5.0,721.0,1,112.1,4,12,1.628,1,3
811,0,1.0,792.0,1,81.2,1,3,2.123,1,1
812,0,4.0,805.0,2,72.0,4,2,1.155,1,1
813,0,5.0,738.0,0,87.6,4,3,0.836,1,3
814,0,2.0,608.0,4,43.5,1,10,5.038,1,4
815,1,5.0,711.0,4,30.0,3,9,0.968,1,3
816,1,2.0,549.0,1,125.4,3,10,2.156,1,0
817,1,5.0,749.0,1,126.5,1,10,4.895,0,3
818,0,1.0,662.0,0,57.3,3,9,1.21,1,2
819,0,2.0,763.0,0,79.0,3,9,0.902,1,1
820,0,6.0,846.0,2,132.0,4,9,0.429,1,1
821,0,5.0,831.0,3,80.3,3,3,1.122,1,1
822,1,1.0,607.0,0,92.1,4,10,1.969,1,0
823,1,1.0,588.0,1,113.5,2,3,1.496,0,4
824,0,2.0,632.0,1,138.6,1,9,2.882,1,4
825,1,4.0,685.0,1,120.1,4,12,1.133,1,2
826,0,2.0,838.0,0,62.1,3,3,1.386,1,1
827,1,4.0,653.0,3,60.6,3,9,1.111,1,2
828,1,4.0,659.0,2,142.5,4,9,0.627,1,2
829,1,4.0,827.0,2,141.0,3,9,1.518,1,1
830,1,3.0,305.0,1,98.9,3,10,2.871,1,0
831,0,4.0,778.0,3,101.7,1,9,2.046,1,1
832,0,2.0,611.0,1,120.1,4,9,0.638,1,4
833,1,6.0,724.0,1,135.7,4,9,0.814,1,3
834,0,5.0,627.0,3,130.8,3,9,0.869,0,4
835,1,4.0,543.0,3,146.2,1,10,4.1349,1,0
836,1,3.0,794.0,2,106.5,3,9,1.782,1,1
837,0,4.0,702.0,0,95.2,4,3,0.583,1,3
838,1,4.0,722.0,2,118.5,2,10,3.74,1,3
839,0,5.0,844.0,2,117.0,1,3,3.718,1,1
840,0,2.0,620.0,2,133.5,4,3,0.715,1,0
841,0,3.0,615.0,0,91.8,2,9,2.057,1,4
842,1,4.0,727.0,1,130.8,4,10,0.429,1,3
843,0,4.0,677.0,3,104.3,2,9,2.189,1,2
844,1,4.0,792.0,5,116.0,1,11,3.355,1,1
845,1,4.0,723.0,1,124.9,4,3,1.793,1,3
846,0,4.0,645.0,1,102.6,2,10,2.783,1,4
847,0,4.0,693.0,2,147.0,4,9,0.495,1,2
848,1,4.0,632.0,2,142.5,1,2,11.209,1,4
849,1,2.0,453.0,5,80.0,1,10,4.917,0,0
850,1,4.0,741.0,3,78.8,4,9,1.056,1,3
851,1,6.0,608.0,4,15.0,2,10,4.895,1,4
852,0,6.0,805.0,1,104.5,3,9,1.397,1,1
853,0,5.0,824.0,2,147.0,1,3,2.354,1,1
854,1,5.0,716.0,3,81.2,1,10,4.884,0,3
855,0,2.0,620.0,2,133.5,4,10,0.77,1,0
856,0,3.0,662.0,1,119.2,1,3,1.705,1,2
857,1,4.0,816.0,1,69.5,4,3,0.451,1,1
858,0,3.0,731.0,0,60.6,3,9,1.342,1,3
859,1,3.0,649.0,0,81.7,1,10,4.741,0,4
860,1,5.0,626.0,4,40.5,1,12,2.431,1,4
861,1,4.0,785.0,3,96.0,1,12,4.213,1,1
862,1,5.0,755.0,3,75.8,3,9,1.045,1,1
863,1,3.0,707.0,5,156.0,1,9,3.905,1,3
864,0,4.0,817.0,1,125.1,3,10,3.047,1,1
865,1,4.0,703.0,0,95.6,4,3,0.407,1,3
866,0,5.0,318.0,2,150.0,3,9,1.276,0,0
867,0,1.0,722.0,3,84.6,3,3,0.836,1,3
868,1,2.0,627.0,2,129.0,2,12,2.618,1,4
869,1,2.0,375.0,2,147.0,2,12,2.816,1,0
870,1,2.0,630.0,0,66.6,3,3,1.122,0,4
871,0,6.0,672.0,3,119.5,3,9,1.551,1,2
872,0,5.0,812.0,3,97.1,3,6,3.333,1,1
873,0,6.0,843.0,1,123.0,4,9,0.847,1,1
874,0,4.0,684.0,2,129.0,1,9,2.178,1,2
875,1,4.0,310.0,0,106.6,2,2,5.269,0,0
876,0,4.0,431.0,2,132.0,4,3,0.517,0,0
877,1,3.0,653.0,2,142.5,3,10,2.937,1,2
878,0,5.0,661.0,3,125.0,1,3,1.782,1,2
879,1,4.0,813.0,4,52.5,2,12,1.903,1,1
880,1,4.0,607.0,5,108.0,2,11,3.168,1,4
881,1,4.0,746.0,1,112.9,1,3,2.541,1,3
882,1,3.0,581.0,3,93.2,3,9,1.672,0,4
883,1,4.0,726.0,2,147.0,1,9,2.915,0,3
884,1,4.0,518.0,1,122.5,3,9,1.122,1,0
885,0,6.0,436.0,0,57.4,3,9,1.1,0,0
886,0,2.0,603.0,1,133.6,4,3,0.605,0,4
887,1,3.0,797.0,3,76.0,2,3,1.958,1,1
888,0,3.0,579.0,1,104.6,4,10,1.562,1,4
889,0,5.0,815.0,0,77.2,1,9,2.2,1,1
890,1,1.0,807.0,2,127.5,1,3,1.518,0,1
891,1,5.0,718.0,1,77.5,4,9,0.671,1,3
892,1,5.0,732.0,2,129.0,2,10,4.257,1,3
893,0,3.0,667.0,2,136.5,4,10,0.451,1,2
894,1,2.0,485.0,2,150.0,2,3,1.133,0,0
895,1,4.0,382.0,3,103.1,1,10,4.8389,0,0
896,0,2.0,416.0,0,93.4,2,3,1.98,1,0
897,1,3.0,613.0,4,57.0,3,10,2.882,1,4
898,1,3.0,554.0,0,94.9,2,9,1.452,1,4
899,1,3.0,644.0,1,143.0,2,10,3.949,1,4
900,1,3.0,353.0,2,91.5,3,9,1.067,1,0
901,0,2.0,403.0,0,69.6,3,9,0.847,1,0
902,1,5.0,744.0,3,101.4,4,10,1.65,1,3
903,1,4.0,677.0,0,103.0,2,4,2.53,1,2
904,0,4.0,644.0,3,86.6,2,3,1.804,1,4
905,0,2.0,507.0,2,121.5,3,9,1.1,1,0
906,1,4.0,699.0,2,130.5,3,12,2.09,1,2
907,0,2.0,508.0,0,60.0,4,3,0.605,1,0
908,0,4.0,842.0,1,117.3,3,3,1.254,1,1
909,0,4.0,571.0,2,97.5,2,9,1.815,1,4
910,0,1.0,636.0,3,130.3,1,10,7.865,0,4
911,1,5.0,701.0,1,130.3,1,3,1.4839,0,3
912,1,1.0,484.0,3,89.3,1,12,3.806,0,0
913,0,4.0,663.0,2,135.0,3,9,1.782,1,2
914,0,4.0,779.0,1,120.1,3,3,1.705,1,1
915,1,4.0,704.0,1,107.1,1,9,2.75,1,3
916,0,4.0,651.0,0,103.0,3,10,4.4,1,2
917,1,4.0,605.0,1,94.7,4,9,1.144,1,4
918,0,3.0,688.0,1,115.3,3,9,1.584,1,2
919,1,4.0,688.0,2,126.0,3,11,1.408,1,0
920,1,1.0,759.0,1,120.8,3,9,1.782,0,1
921,1,1.0,607.0,1,103.7,2,12,2.321,0,0
922,0,4.0,583.0,3,109.7,4,10,1.782,1,4
923,1,2.0,807.0,2,141.0,3,9,1.441,1,1
924,0,3.0,308.0,2,120.0,2,3,1.65,1,0
925,0,3.0,617.0,0,87.2,4,9,0.473,0,4
